Station,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
EW15,6.871144792,2.607069041,5.595277026,7.983292971,10.60339253,6.873855552,7.282142692,6.73948686,6.617148207,4.016149458,4.878531373,2.486679755,2.207621574,3.256603318,2.849079184,3.521332328
EW16,5.410773329,4.870521334,7.736460569,6.783551669,10.56374415,7.682984997,7.158623049,11.05817464,7.318411656,10.98974252,4.976602711,2.350262302,4.591154116,7.581851598,10.1478832,7.358827323
EW17,6.691650891,2.919329013,6.935338787,12.04286034,11.77160399,14.11977654,12.21102616,14.15174933,13.02101634,14.3046482,7.257991482,4.773654023,7.139724926,10.85065356,12.65112355,9.512098625
EW18,5.347875084,4.127147997,9.989708395,17.82697141,11.97998232,15.44984256,11.00000715,18.13681574,10.6923454,8.409760107,7.585164583,4.126033684,4.489045947,10.72054559,8.118718398,6.150140996
EW19,4.756184099,4.338531738,8.206590192,9.376341106,14.30032841,10.7102365,9.991489108,10.68486113,6.895625155,12.13051039,9.50194353,5.874695168,8.238860988,6.903319216,8.025716258,8.159072442
EW20,7.023487941,6.589042755,10.56728294,17.47808441,10.51836741,13.24746998,8.089769176,9.486170569,9.991446352,11.34786567,5.070612894,5.353195314,4.33841411,12.87156315,8.019881295,9.736599611
EW21,5.824018277,5.738335612,10.51295393,9.752086702,11.30131925,10.28924716,12.18702181,10.12695247,11.19406502,14.85932475,8.671242374,6.112046199,8.490316761,5.04873435,7.813375145,13.0231413
EW22,7.35443628,4.258732216,8.648353665,19.33016132,8.040982576,11.58100969,13.91835431,14.80743865,15.83156589,9.964509019,4.637457859,3.808299305,4.772689346,12.72816754,14.24137176,14.17184199
EW23,5.295841823,4.313236294,8.290546504,14.9131768,9.576654492,10.48456791,10.25317022,12.93279218,10.59200346,9.897668885,4.900393459,4.469422668,5.724935613,12.48940206,10.24881335,8.52618002
EW25,4.069188157,3.282654342,3.534208234,6.245700246,7.16516784,7.219066062,8.454426998,7.340248171,10.34324395,7.841368299,3.974359596,4.743709931,4.618952682,6.288533705,6.925474919,4.433129097
EW26,7.464959891,6.503608474,8.259420658,11.19178283,13.25733982,14.54737711,12.36115762,15.82426731,12.95079161,19.86890635,7.654357012,6.444084555,10.33636281,7.869598446,11.13385741,15.686198
EW27,2.760184693,2.294069021,7.3590748,13.54120921,13.75512024,5.500613985,9.594641964,16.01048537,11.44657012,11.53789762,5.431952718,4.434092113,5.831240923,11.04139404,9.107539669,8.611946236
EW28,9.690208418,8.950580475,12.75811737,14.70232654,18.08724226,19.32968857,19.78045998,18.8415886,20.1209606,19.06590118,10.29419686,13.46075647,9.818820604,14.12191843,13.73643921,16.06044477
EW29,4.922442428,5.974482976,12.41203683,29.92132287,29.69958699,18.0235433,41.20775204,42.98234413,21.6687871,21.47654923,5.524123213,11.15909623,12.28739914,9.862791093,11.09042289,12.87748268
NS2,13.07483627,21.24694808,47.41937038,59.26221998,73.44747822,63.11975065,74.67408626,77.76513203,75.7309342,69.01035586,68.62459043,26.58170858,47.18187085,63.83967164,73.05821455,52.61008091
NS3,5.808749488,6.2193459,9.169095761,12.97457029,11.32828873,11.83663049,10.38370809,12.19863133,15.13483506,6.060690692,6.244788694,3.841032534,4.341035727,7.310401791,5.424333937,7.27407034
NS4,3.634051453,4.506877403,10.05726181,10.47097308,10.45635108,11.24458368,11.75294986,9.79039359,11.32083293,11.31508955,5.465291125,5.22259862,6.474735052,11.23055893,10.427822,7.012628825
NS5,7.70823242,8.242457825,12.47787839,13.36762755,13.84186013,11.24197036,11.37580632,14.20682796,10.9111739,9.641055705,3.73079656,2.639065623,4.965409882,6.926004475,7.151602727,11.09333957
NS7,4.818834403,6.648673405,10.06011452,12.18037349,10.20768235,13.33083117,13.65948107,9.84475609,6.951697684,7.306079135,7.218011521,3.158590822,5.549304355,7.774003134,8.083766639,7.27180508
NS8,4.56192828,7.310727191,10.90320346,16.90265443,9.610753375,10.96242284,9.072256574,11.81121421,9.124955173,6.691964283,6.766860066,3.047706749,3.820995524,7.727334968,7.959093901,6.500105307
NS9,7.924942552,6.780989954,11.52030078,16.54226174,14.38869633,16.4437501,16.67156475,17.31705656,12.49461077,10.3232429,9.05003524,6.637098524,7.419268056,10.48569814,12.93358476,12.87040726
NS10,2.515712301,4.593828803,8.882753452,8.298350239,7.355083874,6.456398603,7.597983949,4.457430305,4.755502818,5.665139617,3.75588957,5.040103864,6.767668271,7.502483128,9.588628031,7.170881467
NS11,3.278387774,4.015893105,9.176298798,10.99674077,10.03619744,8.184850096,11.16804426,6.453217024,12.11216569,6.943599476,6.304484007,4.930173788,5.414825995,8.41178607,6.729473312,6.797671232
NS13,4.931938315,5.699464211,9.672498499,9.656455517,12.72034247,10.73494496,10.50754715,9.915471095,8.352761184,7.143567606,6.653066976,4.188838935,4.115610108,6.922980627,4.756103056,5.855606862
NS14,6.101963417,7.037883644,6.78087475,13.21886013,10.26426533,12.55212217,13.27980964,14.14649505,8.82220011,11.93547932,6.633707013,4.457032777,4.77408655,7.751729646,7.077388705,6.247479874
NS15,3.806890642,3.237383267,7.628155823,6.662511578,9.127660824,5.09767682,6.922282349,5.564119115,5.452287656,5.347428979,3.817681366,2.89464509,3.634425414,4.417000725,4.465870911,4.142795547
NS16,3.212522893,3.577527917,5.648673047,7.818556234,8.214121765,7.363707575,7.971254436,10.16518092,7.618061772,9.537678048,6.861443164,4.072236128,3.684299649,6.345067067,4.806176634,5.836955635
NS17,4.731757032,3.808315041,5.406891315,11.27804989,11.34372528,9.443482088,7.132529138,9.934396149,8.63331846,7.106251316,8.33975253,4.782044563,5.854122863,6.720931884,6.980228195,5.615126029
NS18,5.841647003,4.394471858,8.746301276,5.733770149,8.203296162,7.770597837,6.595642168,9.901076831,9.444133331,7.736705713,7.311809548,5.006294022,5.354239865,7.848979312,10.36325085,7.734523656
NS19,7.846467427,5.867113643,7.957944714,13.44736465,15.69975091,15.39301335,8.801955956,11.03530961,13.06554549,8.658419433,9.407009415,5.165748341,7.06024488,12.83299796,8.450414537,6.721512358
NS20,4.277551166,6.603045781,8.568775982,12.97403112,11.55639787,14.16174655,9.479747718,14.93873619,12.0132317,9.87489063,5.54078782,5.024569483,7.380854922,7.565488316,8.234888613,7.134811948
NS21,5.509438913,3.570712316,7.357956162,6.459767186,6.849946234,5.19695254,5.474555229,5.823755339,5.794147603,6.990919676,5.093738995,3.479230169,4.204083127,5.203901541,8.242929255,5.768055578
NS22,7.97121881,5.641765475,6.656221172,12.33950981,16.90182355,11.5837877,7.830643087,9.922205686,11.86890347,7.096373622,9.07700625,4.560239781,5.779714822,8.386267966,7.581429195,7.512347401
NS23,7.678339081,5.430766086,7.08235091,7.993087122,6.194075358,7.792113116,4.419201817,7.086956204,8.571407197,5.507117652,4.39927121,4.272943507,4.823866157,5.897296667,4.485163424,6.2323145
NS24,10.47486599,6.499384538,13.73723501,10.86060933,11.22865846,8.038944936,7.093572516,7.033065011,7.051571447,5.254310196,6.034405859,3.116551589,5.310146916,7.057916627,4.920273315,7.36865919
NS27,16.10482019,6.755791309,9.785125245,9.915798932,13.5993295,13.52283986,12.28700592,13.10139911,13.99220514,8.815471543,12.27241688,7.799837584,8.882696272,9.313144143,12.44794931,17.48070473
NS28,105.1362405,44.95117928,249.484809,292.3497643,159.6556476,72.95026741,96.35158503,51.70352492,28.54724087,29.66087769,57.86014651,43.95013906,58.30159742,55.9485113,55.4845381,52.76684543
,,,,,,,,,,,,,,,,
Central,10.30329736,6.325868754,17.98221044,22.99746776,16.67055426,12.57838132,12.51287827,12.05493233,10.58459309,9.661083024,8.463076849,5.95139091,7.648198796,10.14063109,10.11842365,10.18794609
WEST,7.278320024,8.338147269,13.67090119,18.7730251,19.91241184,17.49339594,20.78473984,22.01329243,21.05654662,19.30672251,14.10850013,8.952012516,12.38368923,16.54389515,15.41810077,16.16659226
EAST,6.672719658,5.890225346,8.730926499,12.71789912,9.942447582,9.8043917,10.77409791,9.49685678,12.38159881,10.6851573,6.659165395,4.653359406,7.880117829,11.44974035,10.8351902,11.51955698
North,4.876243863,6.01249433,9.570863465,12.54224233,10.65471731,11.23790285,11.7080982,10.56366291,8.944841918,8.001296047,6.626007771,4.49422078,5.408822694,8.082287959,8.161148343,7.530565298
Northeast,3.917056856,3.541075408,6.227906728,8.586372568,9.561835957,7.301622161,7.342021975,8.554565396,7.234555963,7.330452781,6.339625687,3.916308593,4.390949309,5.827666558,5.417425247,5.198292404
EW,6.090131504,5.354407979,8.752427835,13.43442315,11.60317822,10.75379448,11.70959388,12.27564317,11.96828519,11.46171341,7.091839851,5.328176137,7.056750431,10.16675605,9.355104521,10.51512464
NS,10.03633196,7.824757129,19.22627108,23.08353235,18.4415378,14.45916549,15.03798243,14.0005972,13.31241255,11.3956985,11.44646061,6.96836951,9.472146015,12.15724359,11.77964083,11.65244408
Overall,8.145483652,6.498430335,14.19231726,18.67888805,15.36006925,12.81314279,13.65541223,13.46365389,12.59315374,11.46177688,9.079352816,6.12279881,8.18732433,11.12030926,10.78752221,10.96071814
