Station,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
NS1&EW24,15.63282523,20.18535917,18.64290233,19.91236672,18.42144041,19.87956328,18.79397894,14.25350606,31.40187987,26.6584642,33.34865172,15.47657035,24.63981823,31.00257201,11.29458787,33.64701438
NS25&EW13,3.10414567,3.046147998,5.798362206,6.07772348,6.240281627,4.321806782,5.54060917,6.915176471,4.322472212,4.735323466,2.813608808,1.858185531,1.326917722,3.43636813,3.624202582,3.372859305
NS26&EW14,1.984630947,3.297094391,5.662959764,7.80308916,5.247743368,5.753080086,5.135828704,7.514126324,7.989475119,5.475226227,3.807117406,4.292167975,5.075302209,5.222633113,5.822462657,7.147275436
EW1,3.308024808,2.0992949,4.825004545,7.758286643,5.780622373,6.019633083,6.051895473,5.216965256,7.957587929,7.192136991,2.622067767,2.650622782,3.610801554,5.16384751,7.655925451,5.430112382
EW2,7.716780664,8.056630143,12.85241947,12.0076553,11.87558372,9.608443959,12.28541043,12.70626304,14.98244844,13.92259568,7.465810023,6.147135663,12.38932243,26.10490232,15.85175876,25.5119784
EW3,12.80119121,9.833787513,14.38634627,21.8332011,12.14332392,14.93245056,16.16296856,12.07312225,14.72594617,11.46590948,9.48711194,6.229081058,7.347636553,11.68810323,11.55968152,16.40424928
EW4,5.069637566,4.873937062,8.461733503,15.3296655,10.97814934,9.86050824,11.45439813,7.880992138,13.45141137,9.020014743,6.534087766,4.352830047,8.324868777,10.16605304,12.44960738,6.875231437
EW5,5.893684496,6.004342203,7.885145923,12.53427265,10.92806565,14.20204638,11.46126825,9.782981823,12.80966218,10.57602263,6.864306037,4.283065714,9.489497226,7.592016857,7.997912921,7.035184907
EW6,5.246999207,4.473360252,3.974909275,6.844313506,7.948940477,4.203267978,7.228646609,9.320816175,10.36253679,11.93426427,6.981608836,4.257421172,6.118580439,7.983519176,9.496255174,7.860585458
EW7,5.587846476,5.46883103,9.478643073,18.19509281,15.69807555,9.240765868,12.83054272,7.99182988,9.132547131,15.16812985,6.409766759,6.788853336,7.000500572,11.43070199,7.426883253,11.33470033
EW8,6.353186632,5.110068897,6.455262307,17.14100271,10.08359216,11.42469764,8.521835788,14.36013128,14.37139523,8.522790939,7.861901303,4.256422125,5.899135993,9.157142308,12.2945833,8.589718357
EW9,4.268909501,3.66740191,12.04341278,11.66835569,5.944372228,7.66479782,7.670093452,7.303238121,11.50017078,6.752052182,4.291653198,4.130974854,4.117224593,9.161095117,5.882193225,9.5405341
EW10,5.04023125,5.582535168,12.5996207,12.07906449,11.7528848,13.09712911,10.4639222,11.23189001,10.4780751,8.651540098,5.265533568,4.324794546,5.699414896,7.375487391,8.299399824,10.14093767
EW11,5.415983761,3.875143389,5.454274163,16.25630068,10.66690215,8.057317386,12.25267989,9.94549665,6.013891353,7.776106883,6.74144132,2.914640719,5.408572414,12.04251806,7.371157836,6.832496465
EW12,5.707340091,2.93655607,4.494040998,13.06901242,12.16135829,8.535251982,10.234102,10.37374121,8.896790043,8.828309687,4.809759573,2.958314389,5.312629357,5.67388907,10.16172313,7.387301178
